Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeRatio,LoanAmountRatio,Gender_encoded,Married_encoded,Dependents_encoded,Education_encoded,Self_Employed_encoded,Property_Area_encoded,Loan_Status_encoded
LP758,Male,Yes,3+,Not Graduate,No,7597,2230,629,12,0,Urban,Y,9827,15.623211446740859,52.416666666666664,1,1,3,1,0,2,1
LP759,Male,Yes,1,Graduate,No,3504,128,145,12,0,Urban,N,3632,25.048275862068966,12.083333333333334,1,1,1,0,0,2,0
LP760,Male,Yes,2,Graduate,No,4285,1269,162,240,0,Rural,Y,5554,34.28395061728395,0.675,1,1,2,0,0,0,1
LP761,Female,No,1,Graduate,Yes,6228,3672,396,180,0,Rural,N,9900,25.0,2.2,0,0,1,0,1,0,0
LP762,Female,Yes,0,Not Graduate,Yes,6482,1601,217,36,0,Rural,N,8083,37.24884792626728,6.027777777777778,0,1,0,1,1,0,0
LP763,Male,Yes,2,Graduate,No,7481,3970,280,36,0,Semiurban,N,11451,40.89642857142857,7.777777777777778,1,1,2,0,0,1,0
LP764,Female,Yes,0,Not Graduate,No,5239,627,151,240,1,Rural,N,5866,38.847682119205295,0.6291666666666667,0,1,0,1,0,0,0
LP765,Male,Yes,0,Graduate,Yes,6258,3797,619,12,1,Semiurban,Y,10055,16.24394184168013,51.583333333333336,1,1,0,0,1,1,1
LP766,Male,No,3+,Graduate,Yes,3757,2044,77,36,0,Semiurban,N,5801,75.33766233766234,2.138888888888889,1,0,3,0,1,1,0
LP767,Male,No,1,Not Graduate,Yes,2733,3552,255,300,0,Semiurban,Y,6285,24.647058823529413,0.85,1,0,1,1,1,1,1
LP768,Female,Yes,2,Graduate,Yes,4223,2341,269,180,0,Semiurban,Y,6564,24.401486988847584,1.4944444444444445,0,1,2,0,1,1,1
LP769,Female,Yes,0,Graduate,No,3225,3214,87,36,1,Rural,Y,6439,74.01149425287356,2.4166666666666665,0,1,0,0,0,0,1
LP770,Male,Yes,0,Not Graduate,Yes,4056,249,666,240,1,Urban,N,4305,6.463963963963964,2.775,1,1,0,1,1,2,0
LP771,Male,Yes,2,Not Graduate,No,439,2925,631,84,0,Urban,Y,3364,5.33122028526149,7.511904761904762,1,1,2,1,0,2,1
LP772,Male,Yes,0,Not Graduate,No,2630,974,613,36,0,Urban,Y,3604,5.879282218597064,17.02777777777778,1,1,0,1,0,2,1
LP773,Male,Yes,3+,Not Graduate,No,6764,1325,533,180,1,Rural,Y,8089,15.176360225140712,2.9611111111111112,1,1,3,1,0,0,1
LP774,Female,No,3+,Not Graduate,Yes,3402,983,629,360,1,Urban,Y,4385,6.971383147853736,1.7472222222222222,0,0,3,1,1,2,1
LP775,Female,Yes,3+,Graduate,Yes,7565,888,338,360,0,Rural,Y,8453,25.00887573964497,0.9388888888888889,0,1,3,0,1,0,1
LP776,Male,No,3+,Not Graduate,No,6921,2937,197,300,0,Rural,N,9858,50.04060913705584,0.6566666666666666,1,0,3,1,0,0,0
LP777,Male,No,0,Graduate,No,428,2117,103,60,0,Rural,N,2545,24.70873786407767,1.7166666666666666,1,0,0,0,0,0,0
LP778,Female,Yes,2,Graduate,No,3074,2672,625,60,0,Urban,Y,5746,9.1936,10.416666666666666,0,1,2,0,0,2,1
LP779,Female,No,2,Graduate,Yes,730,1326,16,36,1,Urban,N,2056,128.5,0.4444444444444444,0,0,2,0,1,2,0
LP780,Male,No,2,Not Graduate,No,5108,470,75,120,1,Urban,N,5578,74.37333333333333,0.625,1,0,2,1,0,2,0
LP781,Male,No,2,Not Graduate,Yes,403,1987,504,84,0,Semiurban,Y,2390,4.742063492063492,6.0,1,0,2,1,1,1,1
LP782,Male,No,1,Graduate,No,4426,90,199,240,0,Rural,N,4516,22.693467336683415,0.8291666666666667,1,0,1,0,0,0,0
LP783,Female,No,2,Not Graduate,No,4926,529,374,84,0,Semiurban,N,5455,14.585561497326204,4.4523809523809526,0,0,2,1,0,1,0
LP784,Female,No,1,Not Graduate,No,974,4059,529,360,1,Rural,Y,5033,9.514177693761814,1.4694444444444446,0,0,1,1,0,0,1
LP785,Female,Yes,1,Not Graduate,Yes,7826,2773,125,36,0,Urban,Y,10599,84.792,3.4722222222222223,0,1,1,1,1,2,1
LP786,Male,No,3+,Not Graduate,Yes,3982,1686,275,180,0,Rural,N,5668,20.61090909090909,1.5277777777777777,1,0,3,1,1,0,0
LP787,Male,No,1,Graduate,No,849,191,619,240,0,Rural,Y,1040,1.680129240710824,2.5791666666666666,1,0,1,0,0,0,1
LP788,Female,No,0,Graduate,Yes,6859,1986,493,84,1,Semiurban,Y,8845,17.941176470588236,5.869047619047619,0,0,0,0,1,1,1
LP789,Female,Yes,1,Not Graduate,No,5595,3623,517,180,0,Rural,Y,9218,17.829787234042552,2.8722222222222222,0,1,1,1,0,0,1
LP790,Male,No,3+,Graduate,Yes,1530,2185,306,240,1,Urban,Y,3715,12.140522875816993,1.275,1,0,3,0,1,2,1
LP791,Female,Yes,1,Not Graduate,Yes,4046,1008,172,84,0,Rural,N,5054,29.38372093023256,2.0476190476190474,0,1,1,1,1,0,0
LP792,Female,No,0,Not Graduate,Yes,1823,3783,384,300,0,Rural,Y,5606,14.598958333333334,1.28,0,0,0,1,1,0,1
LP793,Male,Yes,0,Graduate,No,2877,2052,661,360,0,Rural,Y,4929,7.4568835098335855,1.836111111111111,1,1,0,0,0,0,1
LP794,Female,Yes,0,Graduate,Yes,6684,3308,276,12,1,Semiurban,Y,9992,36.20289855072464,23.0,0,1,0,0,1,1,1
LP795,Male,No,3+,Graduate,Yes,5884,1716,557,240,0,Rural,Y,7600,13.644524236983843,2.3208333333333333,1,0,3,0,1,0,1
LP796,Male,No,3+,Not Graduate,No,6203,310,82,360,0,Rural,Y,6513,79.42682926829268,0.22777777777777777,1,0,3,1,0,0,1
LP797,Male,Yes,2,Graduate,No,3306,1260,516,120,1,Semiurban,Y,4566,8.848837209302326,4.3,1,1,2,0,0,1,1
LP798,Male,No,3+,Not Graduate,No,3538,3932,81,36,1,Semiurban,N,7470,92.22222222222223,2.25,1,0,3,1,0,1,0
LP799,Male,Yes,0,Graduate,No,4457,3268,316,180,1,Semiurban,Y,7725,24.446202531645568,1.7555555555555555,1,1,0,0,0,1,1
LP800,Male,Yes,0,Graduate,Yes,5784,584,207,240,0,Semiurban,Y,6368,30.76328502415459,0.8625,1,1,0,0,1,1,1
LP801,Male,Yes,3+,Not Graduate,Yes,533,2799,138,36,1,Urban,Y,3332,24.144927536231883,3.8333333333333335,1,1,3,1,1,2,1
LP802,Female,Yes,1,Not Graduate,Yes,5960,359,580,36,0,Urban,Y,6319,10.894827586206896,16.11111111111111,0,1,1,1,1,2,1
LP803,Male,Yes,3+,Not Graduate,Yes,491,2866,623,12,1,Rural,Y,3357,5.388443017656501,51.916666666666664,1,1,3,1,1,0,1
LP804,Male,No,3+,Not Graduate,Yes,6084,2011,495,84,1,Urban,Y,8095,16.353535353535353,5.892857142857143,1,0,3,1,1,2,1
LP805,Female,Yes,0,Not Graduate,No,2137,4006,159,240,1,Rural,N,6143,38.63522012578616,0.6625,0,1,0,1,0,0,0
LP806,Female,Yes,2,Not Graduate,Yes,4209,1625,677,360,0,Urban,Y,5834,8.617429837518463,1.8805555555555555,0,1,2,1,1,2,1
LP807,Female,No,0,Not Graduate,Yes,5089,2764,214,60,0,Semiurban,N,7853,36.69626168224299,3.566666666666667,0,0,0,1,1,1,0
LP808,Male,Yes,2,Not Graduate,Yes,3259,890,187,240,0,Semiurban,Y,4149,22.18716577540107,0.7791666666666667,1,1,2,1,1,1,1
LP809,Female,No,0,Graduate,No,4232,731,205,240,0,Urban,N,4963,24.209756097560977,0.8541666666666666,0,0,0,0,0,2,0
LP810,Male,No,3+,Not Graduate,No,5780,3961,97,240,0,Urban,Y,9741,100.42268041237114,0.4041666666666667,1,0,3,1,0,2,1
LP811,Male,No,0,Not Graduate,Yes,4665,2504,442,36,0,Rural,N,7169,16.21945701357466,12.277777777777779,1,0,0,1,1,0,0
LP812,Male,Yes,0,Graduate,No,2948,614,191,180,0,Rural,Y,3562,18.649214659685864,1.0611111111111111,1,1,0,0,0,0,1
LP813,Male,Yes,0,Not Graduate,No,3390,3806,217,36,0,Rural,Y,7196,33.16129032258065,6.027777777777778,1,1,0,1,0,0,1
LP814,Female,Yes,3+,Graduate,No,2138,1719,501,180,0,Semiurban,Y,3857,7.698602794411178,2.783333333333333,0,1,3,0,0,1,1
LP815,Female,No,3+,Graduate,No,6178,1587,138,60,1,Semiurban,N,7765,56.268115942028984,2.3,0,0,3,0,0,1,0
LP816,Male,Yes,3+,Not Graduate,No,3564,1611,673,36,1,Semiurban,Y,5175,7.689450222882615,18.694444444444443,1,1,3,1,0,1,1
LP817,Male,No,3+,Graduate,No,1999,896,21,180,0,Semiurban,Y,2895,137.85714285714286,0.11666666666666667,1,0,3,0,0,1,1
LP818,Male,Yes,2,Not Graduate,No,455,277,642,36,0,Rural,N,732,1.1401869158878504,17.833333333333332,1,1,2,1,0,0,0
LP819,Female,No,2,Graduate,Yes,3763,1636,114,120,0,Semiurban,Y,5399,47.35964912280702,0.95,0,0,2,0,1,1,1
LP820,Male,Yes,1,Graduate,Yes,2899,2158,383,36,0,Semiurban,N,5057,13.203655352480418,10.63888888888889,1,1,1,0,1,1,0
LP821,Male,Yes,3+,Graduate,No,5114,2432,590,60,1,Semiurban,Y,7546,12.789830508474576,9.833333333333334,1,1,3,0,0,1,1
LP822,Female,Yes,2,Not Graduate,Yes,6830,3904,107,60,1,Semiurban,N,10734,100.3177570093458,1.7833333333333334,0,1,2,1,1,1,0
LP823,Female,No,0,Not Graduate,Yes,1285,3262,602,180,0,Urban,Y,4547,7.553156146179402,3.3444444444444446,0,0,0,1,1,2,1
LP824,Male,No,3+,Graduate,No,5680,1449,595,180,1,Rural,Y,7129,11.981512605042017,3.3055555555555554,1,0,3,0,0,0,1
LP825,Female,Yes,1,Graduate,Yes,355,1232,200,60,1,Rural,Y,1587,7.935,3.3333333333333335,0,1,1,0,1,0,1
LP826,Female,Yes,1,Not Graduate,No,7502,4117,333,60,0,Semiurban,N,11619,34.891891891891895,5.55,0,1,1,1,0,1,0
LP827,Male,No,1,Not Graduate,No,7699,677,475,12,0,Urban,Y,8376,17.633684210526315,39.583333333333336,1,0,1,1,0,2,1
LP828,Female,No,0,Graduate,No,4741,2658,375,240,0,Rural,Y,7399,19.730666666666668,1.5625,0,0,0,0,0,0,1
LP829,Male,No,2,Graduate,Yes,3600,2028,326,300,0,Rural,N,5628,17.263803680981596,1.0866666666666667,1,0,2,0,1,0,0
LP830,Female,Yes,0,Not Graduate,Yes,7364,3758,152,36,1,Semiurban,Y,11122,73.17105263157895,4.222222222222222,0,1,0,1,1,1,1
LP831,Male,No,3+,Not Graduate,Yes,6155,2037,392,84,0,Semiurban,N,8192,20.897959183673468,4.666666666666667,1,0,3,1,1,1,0
LP832,Male,Yes,1,Not Graduate,Yes,3961,2649,224,240,1,Rural,N,6610,29.508928571428573,0.9333333333333333,1,1,1,1,1,0,0
LP833,Male,No,0,Not Graduate,No,3772,656,369,300,0,Rural,N,4428,12.0,1.23,1,0,0,1,0,0,0
LP834,Female,Yes,0,Not Graduate,No,3749,165,332,12,1,Urban,N,3914,11.789156626506024,27.666666666666668,0,1,0,1,0,2,0
LP835,Male,No,2,Graduate,Yes,2701,589,23,84,0,Rural,Y,3290,143.04347826086956,0.27380952380952384,1,0,2,0,1,0,1
LP836,Female,No,2,Not Graduate,No,5291,2821,225,180,0,Rural,Y,8112,36.053333333333335,1.25,0,0,2,1,0,0,1
LP837,Male,No,1,Graduate,No,4458,1262,500,60,1,Semiurban,N,5720,11.44,8.333333333333334,1,0,1,0,0,1,0
LP838,Male,No,0,Not Graduate,Yes,459,71,555,120,1,Rural,Y,530,0.954954954954955,4.625,1,0,0,1,1,0,1
LP839,Female,No,0,Graduate,No,2858,3516,191,360,1,Semiurban,Y,6374,33.3717277486911,0.5305555555555556,0,0,0,0,0,1,1
LP840,Male,Yes,2,Not Graduate,Yes,2141,3580,278,60,0,Rural,N,5721,20.57913669064748,4.633333333333334,1,1,2,1,1,0,0
LP841,Male,No,0,Not Graduate,No,7046,268,475,120,1,Rural,Y,7314,15.397894736842105,3.9583333333333335,1,0,0,1,0,0,1
LP842,Female,No,0,Graduate,Yes,421,1776,620,300,1,Rural,N,2197,3.543548387096774,2.066666666666667,0,0,0,0,1,0,0
LP843,Male,No,0,Graduate,No,3792,2462,527,180,1,Urban,N,6254,11.867172675521822,2.9277777777777776,1,0,0,0,0,2,0
LP844,Male,Yes,2,Not Graduate,No,4236,1268,550,84,1,Semiurban,N,5504,10.007272727272728,6.5476190476190474,1,1,2,1,0,1,0
LP845,Male,No,1,Not Graduate,Yes,1972,1015,475,300,1,Urban,N,2987,6.288421052631579,1.5833333333333333,1,0,1,1,1,2,0
LP846,Male,Yes,3+,Not Graduate,Yes,7231,2722,313,60,1,Rural,N,9953,31.798722044728436,5.216666666666667,1,1,3,1,1,0,0
LP847,Female,No,1,Not Graduate,Yes,3423,1083,152,60,1,Urban,N,4506,29.644736842105264,2.533333333333333,0,0,1,1,1,2,0
LP848,Female,No,3+,Not Graduate,Yes,6325,4101,119,84,1,Semiurban,Y,10426,87.61344537815125,1.4166666666666667,0,0,3,1,1,1,1
LP849,Male,Yes,0,Graduate,No,4688,406,240,360,1,Rural,Y,5094,21.225,0.6666666666666666,1,1,0,0,0,0,1
LP850,Female,No,1,Graduate,No,6455,3076,699,120,0,Urban,N,9531,13.63519313304721,5.825,0,0,1,0,0,2,0
LP851,Male,Yes,3+,Not Graduate,Yes,7060,985,592,300,0,Urban,N,8045,13.589527027027026,1.9733333333333334,1,1,3,1,1,2,0
LP852,Female,Yes,2,Graduate,No,4499,3603,600,180,1,Semiurban,Y,8102,13.503333333333334,3.3333333333333335,0,1,2,0,0,1,1
LP853,Male,No,2,Graduate,Yes,670,709,508,60,0,Urban,Y,1379,2.7145669291338583,8.466666666666667,1,0,2,0,1,2,1
LP854,Male,Yes,1,Graduate,Yes,1126,2618,603,300,0,Semiurban,Y,3744,6.208955223880597,2.01,1,1,1,0,1,1,1
LP855,Male,No,1,Not Graduate,No,3872,1411,562,360,1,Rural,Y,5283,9.400355871886122,1.5611111111111111,1,0,1,1,0,0,1
LP856,Male,No,0,Graduate,No,3701,1485,281,300,1,Rural,N,5186,18.455516014234874,0.9366666666666666,1,0,0,0,0,0,0
LP857,Male,Yes,1,Not Graduate,Yes,4255,2950,181,84,1,Urban,N,7205,39.806629834254146,2.1547619047619047,1,1,1,1,1,2,0
LP858,Male,Yes,0,Graduate,Yes,2923,2934,15,180,1,Rural,Y,5857,390.46666666666664,0.08333333333333333,1,1,0,0,1,0,1
LP859,Female,Yes,0,Not Graduate,Yes,2702,4114,163,12,1,Rural,Y,6816,41.8159509202454,13.583333333333334,0,1,0,1,1,0,1
LP860,Male,Yes,2,Graduate,No,2982,1003,530,84,1,Urban,Y,3985,7.518867924528302,6.309523809523809,1,1,2,0,0,2,1
LP861,Female,No,2,Not Graduate,No,4057,2466,554,300,0,Rural,N,6523,11.774368231046932,1.8466666666666667,0,0,2,1,0,0,0
LP862,Male,No,3+,Not Graduate,No,5829,2466,556,12,1,Urban,Y,8295,14.91906474820144,46.333333333333336,1,0,3,1,0,2,1
LP863,Female,Yes,2,Graduate,No,6729,1938,526,60,0,Semiurban,Y,8667,16.477186311787072,8.766666666666667,0,1,2,0,0,1,1
LP864,Female,No,2,Not Graduate,Yes,5380,1939,223,12,1,Semiurban,Y,7319,32.82062780269058,18.583333333333332,0,0,2,1,1,1,1
LP865,Female,No,1,Not Graduate,Yes,302,1635,142,360,1,Semiurban,Y,1937,13.640845070422536,0.39444444444444443,0,0,1,1,1,1,1
LP866,Male,No,2,Not Graduate,Yes,5904,1698,293,36,0,Urban,Y,7602,25.945392491467576,8.13888888888889,1,0,2,1,1,2,1
LP867,Male,No,3+,Not Graduate,Yes,3114,2091,134,360,1,Urban,Y,5205,38.843283582089555,0.37222222222222223,1,0,3,1,1,2,1
LP868,Female,Yes,1,Not Graduate,Yes,3066,1895,447,84,1,Rural,Y,4961,11.098434004474273,5.321428571428571,0,1,1,1,1,0,1
LP869,Male,Yes,3+,Not Graduate,Yes,7419,3398,694,36,0,Rural,Y,10817,15.586455331412104,19.27777777777778,1,1,3,1,1,0,1
LP870,Female,No,2,Not Graduate,No,2950,1073,160,84,1,Rural,Y,4023,25.14375,1.9047619047619047,0,0,2,1,0,0,1
LP871,Male,Yes,3+,Not Graduate,No,6102,2402,339,180,0,Rural,N,8504,25.085545722713864,1.8833333333333333,1,1,3,1,0,0,0
LP872,Female,Yes,1,Graduate,Yes,5460,3212,546,240,1,Rural,N,8672,15.882783882783883,2.275,0,1,1,0,1,0,0
LP873,Female,Yes,0,Graduate,Yes,1902,4037,391,60,1,Urban,N,5939,15.18925831202046,6.516666666666667,0,1,0,0,1,2,0
LP874,Male,No,3+,Not Graduate,No,2760,1151,123,60,0,Urban,N,3911,31.796747967479675,2.05,1,0,3,1,0,2,0
LP875,Female,No,3+,Not Graduate,No,4025,2445,490,300,1,Semiurban,Y,6470,13.204081632653061,1.6333333333333333,0,0,3,1,0,1,1
LP876,Male,No,1,Graduate,No,1254,1956,292,120,0,Semiurban,Y,3210,10.993150684931507,2.433333333333333,1,0,1,0,0,1,1
LP877,Female,Yes,1,Graduate,No,2686,3907,83,84,0,Semiurban,Y,6593,79.43373493975903,0.9880952380952381,0,1,1,0,0,1,1
LP878,Female,No,3+,Graduate,Yes,5140,807,174,240,0,Semiurban,N,5947,34.17816091954023,0.725,0,0,3,0,1,1,0
LP879,Male,No,2,Not Graduate,Yes,5357,186,197,240,1,Urban,N,5543,28.13705583756345,0.8208333333333333,1,0,2,1,1,2,0
LP880,Male,Yes,3+,Graduate,Yes,7511,1307,86,360,1,Urban,Y,8818,102.53488372093024,0.2388888888888889,1,1,3,0,1,2,1
LP881,Male,No,1,Not Graduate,Yes,4349,2284,610,360,0,Urban,Y,6633,10.87377049180328,1.6944444444444444,1,0,1,1,1,2,1
LP882,Female,No,0,Not Graduate,Yes,4004,757,696,120,1,Rural,Y,4761,6.8405172413793105,5.8,0,0,0,1,1,0,1
LP883,Male,Yes,0,Graduate,No,7413,3854,29,300,1,Rural,N,11267,388.51724137931035,0.09666666666666666,1,1,0,0,0,0,0
LP884,Female,Yes,2,Not Graduate,Yes,3644,2206,574,12,1,Semiurban,Y,5850,10.19163763066202,47.833333333333336,0,1,2,1,1,1,1
LP885,Female,Yes,3+,Not Graduate,No,2064,3558,192,360,0,Rural,Y,5622,29.28125,0.5333333333333333,0,1,3,1,0,0,1
LP886,Male,No,0,Not Graduate,Yes,7515,1580,230,300,1,Urban,Y,9095,39.54347826086956,0.7666666666666667,1,0,0,1,1,2,1
LP887,Male,No,3+,Not Graduate,Yes,3222,961,336,180,0,Semiurban,Y,4183,12.449404761904763,1.8666666666666667,1,0,3,1,1,1,1
LP888,Female,No,1,Graduate,Yes,1156,3847,187,60,1,Semiurban,N,5003,26.754010695187166,3.1166666666666667,0,0,1,0,1,1,0
LP889,Female,Yes,0,Graduate,Yes,556,3575,120,60,1,Rural,Y,4131,34.425,2.0,0,1,0,0,1,0,1
LP890,Male,Yes,2,Not Graduate,Yes,5647,875,67,300,0,Semiurban,N,6522,97.34328358208955,0.22333333333333333,1,1,2,1,1,1,0
LP891,Male,No,1,Not Graduate,No,316,2418,335,120,1,Rural,Y,2734,8.161194029850746,2.7916666666666665,1,0,1,1,0,0,1
LP892,Male,No,2,Graduate,No,658,1001,629,240,0,Rural,N,1659,2.6375198728139906,2.620833333333333,1,0,2,0,0,0,0
LP893,Male,Yes,1,Not Graduate,No,1811,3384,677,120,1,Semiurban,N,5195,7.673559822747415,5.641666666666667,1,1,1,1,0,1,0
LP894,Male,Yes,0,Graduate,Yes,6606,4066,199,300,0,Rural,Y,10672,53.62814070351759,0.6633333333333333,1,1,0,0,1,0,1
LP895,Female,Yes,2,Not Graduate,Yes,3814,2845,208,84,1,Rural,Y,6659,32.01442307692308,2.4761904761904763,0,1,2,1,1,0,1
LP896,Female,Yes,2,Not Graduate,No,3639,1481,320,36,1,Rural,N,5120,16.0,8.88888888888889,0,1,2,1,0,0,0
LP897,Female,No,1,Graduate,Yes,5008,3301,43,60,1,Rural,Y,8309,193.2325581395349,0.7166666666666667,0,0,1,0,1,0,1
LP898,Female,Yes,2,Graduate,Yes,830,657,387,300,0,Semiurban,N,1487,3.842377260981912,1.29,0,1,2,0,1,1,0
LP899,Male,No,1,Graduate,No,2674,2780,395,240,0,Urban,N,5454,13.807594936708862,1.6458333333333333,1,0,1,0,0,2,0
LP900,Male,No,1,Graduate,Yes,2270,422,245,36,0,Urban,N,2692,10.987755102040817,6.805555555555555,1,0,1,0,1,2,0
LP901,Male,No,1,Not Graduate,No,5410,3681,624,180,1,Rural,Y,9091,14.568910256410257,3.466666666666667,1,0,1,1,0,0,1
LP902,Female,Yes,1,Graduate,Yes,4827,2710,527,360,0,Rural,Y,7537,14.301707779886147,1.4638888888888888,0,1,1,0,1,0,1
LP903,Female,Yes,0,Not Graduate,No,4507,452,291,84,0,Rural,Y,4959,17.04123711340206,3.4642857142857144,0,1,0,1,0,0,1
LP904,Male,Yes,1,Graduate,Yes,1513,2397,9,360,0,Urban,Y,3910,434.44444444444446,0.025,1,1,1,0,1,2,1
LP905,Male,Yes,3+,Graduate,Yes,1481,1975,472,36,0,Rural,N,3456,7.322033898305085,13.11111111111111,1,1,3,0,1,0,0
LP906,Female,No,2,Not Graduate,No,2442,1657,238,36,0,Semiurban,N,4099,17.222689075630253,6.611111111111111,0,0,2,1,0,1,0
LP907,Female,Yes,3+,Graduate,Yes,1688,2541,180,360,0,Semiurban,Y,4229,23.494444444444444,0.5,0,1,3,0,1,1,1
LP908,Male,Yes,0,Graduate,Yes,3558,3075,95,240,0,Semiurban,N,6633,69.82105263157895,0.3958333333333333,1,1,0,0,1,1,0
LP909,Male,No,3+,Graduate,No,7892,3164,561,240,0,Urban,Y,11056,19.707664884135472,2.3375,1,0,3,0,0,2,1
LP910,Female,Yes,2,Graduate,Yes,710,2966,131,12,0,Rural,Y,3676,28.061068702290076,10.916666666666666,0,1,2,0,1,0,1
LP911,Male,No,3+,Not Graduate,No,1249,2053,306,180,0,Rural,N,3302,10.790849673202615,1.7,1,0,3,1,0,0,0
LP912,Male,No,0,Not Graduate,Yes,2053,287,698,240,1,Rural,N,2340,3.35243553008596,2.908333333333333,1,0,0,1,1,0,0
LP913,Male,No,1,Graduate,Yes,324,3217,583,180,1,Urban,Y,3541,6.073756432246999,3.238888888888889,1,0,1,0,1,2,1
LP914,Female,No,3+,Graduate,Yes,2306,3854,492,180,0,Urban,N,6160,12.520325203252032,2.7333333333333334,0,0,3,0,1,2,0
LP915,Female,No,0,Graduate,Yes,2380,1447,173,36,1,Urban,Y,3827,22.121387283236995,4.805555555555555,0,0,0,0,1,2,1
LP916,Female,No,0,Not Graduate,No,4437,607,391,180,1,Urban,Y,5044,12.900255754475703,2.172222222222222,0,0,0,1,0,2,1
LP917,Female,No,2,Not Graduate,Yes,4310,1764,217,84,0,Semiurban,Y,6074,27.99078341013825,2.5833333333333335,0,0,2,1,1,1,1
LP918,Female,No,2,Not Graduate,No,4070,1225,440,360,0,Urban,N,5295,12.034090909090908,1.2222222222222223,0,0,2,1,0,2,0
LP919,Female,Yes,3+,Not Graduate,Yes,7256,1235,397,12,0,Urban,Y,8491,21.387909319899244,33.083333333333336,0,1,3,1,1,2,1
LP920,Female,Yes,1,Graduate,Yes,1647,1029,568,300,1,Urban,Y,2676,4.711267605633803,1.8933333333333333,0,1,1,0,1,2,1
LP921,Male,Yes,0,Graduate,Yes,4004,2671,232,120,0,Rural,Y,6675,28.771551724137932,1.9333333333333333,1,1,0,0,1,0,1
LP922,Male,Yes,3+,Graduate,Yes,3321,3962,11,12,1,Rural,N,7283,662.0909090909091,0.9166666666666666,1,1,3,0,1,0,0
LP923,Male,No,0,Not Graduate,No,1717,3177,380,84,0,Rural,Y,4894,12.878947368421052,4.523809523809524,1,0,0,1,0,0,1
LP924,Male,Yes,0,Graduate,No,7157,3722,695,12,1,Semiurban,Y,10879,15.653237410071942,57.916666666666664,1,1,0,0,0,1,1
LP925,Male,No,1,Not Graduate,No,1301,1475,454,180,1,Semiurban,Y,2776,6.11453744493392,2.522222222222222,1,0,1,1,0,1,1
LP926,Male,Yes,1,Not Graduate,No,7769,2896,619,36,0,Urban,Y,10665,17.22940226171244,17.194444444444443,1,1,1,1,0,2,1
LP927,Male,Yes,3+,Graduate,Yes,6183,808,124,120,0,Rural,N,6991,56.37903225806452,1.0333333333333334,1,1,3,0,1,0,0
LP928,Female,Yes,1,Graduate,No,518,978,278,240,1,Semiurban,Y,1496,5.381294964028777,1.1583333333333334,0,1,1,0,0,1,1
LP929,Female,No,1,Graduate,No,5096,2463,455,36,1,Rural,N,7559,16.613186813186815,12.63888888888889,0,0,1,0,0,0,0
LP930,Male,Yes,3+,Not Graduate,Yes,192,725,376,180,0,Semiurban,Y,917,2.4388297872340425,2.088888888888889,1,1,3,1,1,1,1
LP931,Male,No,1,Not Graduate,Yes,2057,2501,261,180,0,Semiurban,N,4558,17.46360153256705,1.45,1,0,1,1,1,1,0
LP932,Female,No,2,Graduate,Yes,3640,3362,325,120,1,Urban,Y,7002,21.544615384615383,2.7083333333333335,0,0,2,0,1,2,1
LP933,Male,Yes,0,Graduate,Yes,2685,1216,423,120,0,Urban,Y,3901,9.222222222222221,3.525,1,1,0,0,1,2,1
LP934,Male,Yes,0,Not Graduate,No,4323,4051,103,60,1,Semiurban,Y,8374,81.30097087378641,1.7166666666666666,1,1,0,1,0,1,1
LP935,Female,Yes,0,Graduate,No,3023,2197,32,36,0,Urban,N,5220,163.125,0.8888888888888888,0,1,0,0,0,2,0
LP936,Male,No,0,Not Graduate,Yes,1974,2806,636,240,0,Semiurban,N,4780,7.515723270440252,2.65,1,0,0,1,1,1,0
LP937,Female,Yes,3+,Not Graduate,Yes,1443,778,671,12,0,Semiurban,Y,2221,3.3099850968703426,55.916666666666664,0,1,3,1,1,1,1
LP938,Male,No,0,Graduate,Yes,4919,972,58,180,1,Rural,N,5891,101.56896551724138,0.32222222222222224,1,0,0,0,1,0,0
LP939,Female,No,0,Graduate,No,4946,2810,510,180,0,Urban,Y,7756,15.207843137254901,2.8333333333333335,0,0,0,0,0,2,1
LP940,Female,Yes,0,Graduate,No,5004,2123,506,60,1,Urban,Y,7127,14.08498023715415,8.433333333333334,0,1,0,0,0,2,1
LP941,Female,Yes,0,Graduate,Yes,6169,598,343,36,0,Urban,Y,6767,19.728862973760933,9.527777777777779,0,1,0,0,1,2,1
LP942,Male,No,2,Not Graduate,Yes,7021,3341,87,36,1,Rural,Y,10362,119.10344827586206,2.4166666666666665,1,0,2,1,1,0,1
LP943,Female,No,0,Not Graduate,No,3536,224,590,360,1,Rural,N,3760,6.372881355932203,1.6388888888888888,0,0,0,1,0,0,0
LP944,Male,No,2,Not Graduate,Yes,3122,840,35,120,0,Rural,Y,3962,113.2,0.2916666666666667,1,0,2,1,1,0,1
LP945,Male,Yes,3+,Graduate,Yes,4072,1814,279,240,1,Urban,Y,5886,21.096774193548388,1.1625,1,1,3,0,1,2,1
LP946,Male,No,1,Not Graduate,No,5147,1106,570,120,1,Urban,Y,6253,10.970175438596492,4.75,1,0,1,1,0,2,1
LP947,Male,Yes,0,Graduate,Yes,7182,124,255,240,1,Urban,Y,7306,28.650980392156864,1.0625,1,1,0,0,1,2,1
